compound_id	disease_id	compound_name	disease_name	n_trials
DB00775	DOID:3393	Tirofiban	coronary artery disease	20
DB00776	DOID:12849	Oxcarbazepine	autistic disorder	1
DB00776	DOID:12995	Oxcarbazepine	conduct disorder	1
DB00776	DOID:1826	Oxcarbazepine	epilepsy syndrome	16
DB00776	DOID:2377	Oxcarbazepine	multiple sclerosis	1
DB00776	DOID:2841	Oxcarbazepine	asthma	1
DB00776	DOID:3312	Oxcarbazepine	bipolar disorder	3
DB00776	DOID:5419	Oxcarbazepine	schizophrenia	1
DB00778	DOID:7148	Roxithromycin	rheumatoid arthritis	1
DB00778	DOID:986	Roxithromycin	alopecia areata	1
DB00780	DOID:10283	Phenelzine	prostate cancer	2
DB00780	DOID:1595	Phenelzine	endogenous depression	1
DB00780	DOID:1612	Phenelzine	breast cancer	2
DB00783	DOID:10283	Estradiol	prostate cancer	5
DB00783	DOID:10652	Estradiol	Alzheimer's disease	1
DB00783	DOID:10763	Estradiol	hypertension	2
DB00783	DOID:10941	Estradiol	intracranial aneurysm	1
DB00783	DOID:11476	Estradiol	osteoporosis	5
DB00783	DOID:11612	Estradiol	polycystic ovary syndrome	9
DB00783	DOID:13223	Estradiol	uterine fibroid	4
DB00783	DOID:1324	Estradiol	lung cancer	2
DB00783	DOID:14227	Estradiol	azoospermia	1
DB00783	DOID:1595	Estradiol	endogenous depression	6
DB00783	DOID:1612	Estradiol	breast cancer	62
DB00783	DOID:1936	Estradiol	atherosclerosis	1
DB00783	DOID:2377	Estradiol	multiple sclerosis	1
DB00783	DOID:2531	Estradiol	hematologic cancer	2
DB00783	DOID:3393	Estradiol	coronary artery disease	2
DB00783	DOID:5419	Estradiol	schizophrenia	2
DB00783	DOID:635	Estradiol	acquired immunodeficiency syndrome	1
DB00783	DOID:6364	Estradiol	migraine	2
DB00783	DOID:9074	Estradiol	systemic lupus erythematosus	1
DB00783	DOID:9352	Estradiol	type 2 diabetes mellitus	1
DB00783	DOID:9744	Estradiol	type 1 diabetes mellitus	1
DB00783	DOID:9970	Estradiol	obesity	2
DB00786	DOID:1324	Marimastat	lung cancer	2
DB00786	DOID:1612	Marimastat	breast cancer	1
DB00787	DOID:10283	Aciclovir	prostate cancer	3
DB00787	DOID:1319	Aciclovir	brain cancer	1
DB00787	DOID:1324	Aciclovir	lung cancer	1
DB00787	DOID:1612	Aciclovir	breast cancer	1
DB00787	DOID:1793	Aciclovir	pancreatic cancer	1
DB00787	DOID:2377	Aciclovir	multiple sclerosis	2
DB00787	DOID:2531	Aciclovir	hematologic cancer	1
DB00787	DOID:3070	Aciclovir	malignant glioma	1
DB00787	DOID:5419	Aciclovir	schizophrenia	3
DB00787	DOID:635	Aciclovir	acquired immunodeficiency syndrome	8
DB00787	DOID:7148	Aciclovir	rheumatoid arthritis	1
DB00788	DOID:10283	Naproxen	prostate cancer	1
DB00788	DOID:10652	Naproxen	Alzheimer's disease	3
DB00788	DOID:10763	Naproxen	hypertension	3
DB00788	DOID:1612	Naproxen	breast cancer	1
DB00788	DOID:2377	Naproxen	multiple sclerosis	1
DB00788	DOID:6364	Naproxen	migraine	29
DB00788	DOID:7147	Naproxen	ankylosing spondylitis	3
DB00788	DOID:7148	Naproxen	rheumatoid arthritis	8
DB00788	DOID:8398	Naproxen	osteoarthritis	33
DB00789	DOID:10283	Gadopentetate dimeglumine	prostate cancer	1
DB00789	DOID:1192	Gadopentetate dimeglumine	peripheral nervous system neoplasm	1
DB00789	DOID:1319	Gadopentetate dimeglumine	brain cancer	3
DB00789	DOID:1612	Gadopentetate dimeglumine	breast cancer	6
DB00789	DOID:263	Gadopentetate dimeglumine	kidney cancer	1
DB00789	DOID:3070	Gadopentetate dimeglumine	malignant glioma	2
DB00789	DOID:3393	Gadopentetate dimeglumine	coronary artery disease	3
DB00789	DOID:3571	Gadopentetate dimeglumine	liver cancer	4
DB00789	DOID:4362	Gadopentetate dimeglumine	cervical cancer	1
DB00789	DOID:6364	Gadopentetate dimeglumine	migraine	1
DB00789	DOID:8893	Gadopentetate dimeglumine	psoriasis	1
DB00790	DOID:10652	Perindopril	Alzheimer's disease	1
DB00790	DOID:10763	Perindopril	hypertension	11
DB00790	DOID:12930	Perindopril	dilated cardiomyopathy	1
DB00790	DOID:7693	Perindopril	abdominal aortic aneurysm	1
DB00790	DOID:9352	Perindopril	type 2 diabetes mellitus	1
DB00795	DOID:0050741	Sulfasalazine	alcohol dependence	1
DB00795	DOID:1319	Sulfasalazine	brain cancer	1
DB00795	DOID:3393	Sulfasalazine	coronary artery disease	1
DB00795	DOID:7147	Sulfasalazine	ankylosing spondylitis	6
DB00795	DOID:7148	Sulfasalazine	rheumatoid arthritis	16
DB00796	DOID:10652	Candesartan	Alzheimer's disease	1
DB00796	DOID:10763	Candesartan	hypertension	43
DB00796	DOID:14221	Candesartan	metabolic syndrome X	1
DB00796	DOID:1595	Candesartan	endogenous depression	1
DB00796	DOID:1612	Candesartan	breast cancer	1
DB00796	DOID:1936	Candesartan	atherosclerosis	1
DB00796	DOID:3393	Candesartan	coronary artery disease	4
DB00796	DOID:6364	Candesartan	migraine	1
DB00796	DOID:784	Candesartan	chronic kidney failure	1
DB00796	DOID:9352	Candesartan	type 2 diabetes mellitus	2
DB00796	DOID:9744	Candesartan	type 1 diabetes mellitus	1
DB00798	DOID:3310	Gentamicin	atopic dermatitis	1
DB00798	DOID:585	Gentamicin	nephrolithiasis	1
DB00798	DOID:784	Gentamicin	chronic kidney failure	2
DB00798	DOID:8577	Gentamicin	ulcerative colitis	1
DB00799	DOID:2531	Tazarotene	hematologic cancer	1
DB00799	DOID:8893	Tazarotene	psoriasis	4
DB00800	DOID:3393	Fenoldopam	coronary artery disease	1
DB00800	DOID:784	Fenoldopam	chronic kidney failure	1
DB00802	DOID:585	Alfentanil	nephrolithiasis	1
DB00806	DOID:11934	Pentoxifylline	head and neck cancer	1
DB00806	DOID:12236	Pentoxifylline	primary biliary cirrhosis	1
DB00806	DOID:12365	Pentoxifylline	malaria	1
DB00806	DOID:1324	Pentoxifylline	lung cancer	1
DB00806	DOID:1595	Pentoxifylline	endogenous depression	1
DB00806	DOID:1612	Pentoxifylline	breast cancer	2
DB00806	DOID:1936	Pentoxifylline	atherosclerosis	2
DB00806	DOID:2531	Pentoxifylline	hematologic cancer	1
DB00806	DOID:3070	Pentoxifylline	malignant glioma	1
DB00806	DOID:3393	Pentoxifylline	coronary artery disease	1
DB00806	DOID:3571	Pentoxifylline	liver cancer	1
DB00806	DOID:4989	Pentoxifylline	pancreatitis	2
DB00806	DOID:635	Pentoxifylline	acquired immunodeficiency syndrome	1
DB00806	DOID:784	Pentoxifylline	chronic kidney failure	4
DB00806	DOID:9352	Pentoxifylline	type 2 diabetes mellitus	1
DB00806	DOID:9744	Pentoxifylline	type 1 diabetes mellitus	2
DB00807	DOID:10871	Proparacaine	age related macular degeneration	2
DB00807	DOID:1686	Proparacaine	glaucoma	1
DB00807	DOID:9835	Proparacaine	refractive error	1
DB00808	DOID:10763	Indapamide	hypertension	7
DB00808	DOID:9352	Indapamide	type 2 diabetes mellitus	2
DB00809	DOID:14330	Tropicamide	Parkinson's disease	1
DB00809	DOID:9835	Tropicamide	refractive error	2
DB00811	DOID:0050741	Ribavirin	alcohol dependence	1
DB00811	DOID:11934	Ribavirin	head and neck cancer	1
DB00811	DOID:1595	Ribavirin	endogenous depression	2
DB00811	DOID:1612	Ribavirin	breast cancer	1
DB00811	DOID:2043	Ribavirin	hepatitis B	5
DB00811	DOID:2355	Ribavirin	anemia	2
DB00811	DOID:2531	Ribavirin	hematologic cancer	4
DB00811	DOID:3571	Ribavirin	liver cancer	6
DB00811	DOID:635	Ribavirin	acquired immunodeficiency syndrome	14
DB00811	DOID:784	Ribavirin	chronic kidney failure	3
DB00811	DOID:9352	Ribavirin	type 2 diabetes mellitus	2
DB00813	DOID:11934	Fentanyl	head and neck cancer	3
DB00813	DOID:1324	Fentanyl	lung cancer	2
DB00813	DOID:1781	Fentanyl	thyroid cancer	1
DB00813	DOID:184	Fentanyl	bone cancer	1
DB00813	DOID:1964	Fentanyl	fallopian tube cancer	1
DB00813	DOID:2531	Fentanyl	hematologic cancer	2
DB00813	DOID:3083	Fentanyl	chronic obstructive pulmonary disease	2
DB00813	DOID:3393	Fentanyl	coronary artery disease	3
DB00813	DOID:4362	Fentanyl	cervical cancer	1
DB00813	DOID:6364	Fentanyl	migraine	1
DB00813	DOID:7148	Fentanyl	rheumatoid arthritis	1
DB00813	DOID:8398	Fentanyl	osteoarthritis	9
DB00813	DOID:9970	Fentanyl	obesity	3
DB00814	DOID:0060073	Meloxicam	lymphatic system cancer	2
DB00814	DOID:10283	Meloxicam	prostate cancer	1
DB00814	DOID:2531	Meloxicam	hematologic cancer	2
DB00814	DOID:7147	Meloxicam	ankylosing spondylitis	1
DB00814	DOID:7148	Meloxicam	rheumatoid arthritis	9
DB00814	DOID:8398	Meloxicam	osteoarthritis	11
DB00814	DOID:9074	Meloxicam	systemic lupus erythematosus	1
DB00818	DOID:0050741	Propofol	alcohol dependence	2
DB00818	DOID:10652	Propofol	Alzheimer's disease	3
DB00818	DOID:10763	Propofol	hypertension	1
DB00818	DOID:10941	Propofol	intracranial aneurysm	3
DB00818	DOID:11054	Propofol	urinary bladder cancer	1
DB00818	DOID:11119	Propofol	Gilles de la Tourette syndrome	1
DB00818	DOID:1319	Propofol	brain cancer	3
DB00818	DOID:1324	Propofol	lung cancer	2
DB00818	DOID:14330	Propofol	Parkinson's disease	3
DB00818	DOID:1595	Propofol	endogenous depression	5
DB00818	DOID:1612	Propofol	breast cancer	4
DB00818	DOID:1826	Propofol	epilepsy syndrome	2
DB00818	DOID:1993	Propofol	rectum cancer	1
DB00818	DOID:219	Propofol	colon cancer	1
DB00818	DOID:2531	Propofol	hematologic cancer	1
DB00818	DOID:3312	Propofol	bipolar disorder	1
DB00818	DOID:3393	Propofol	coronary artery disease	9
DB00818	DOID:4989	Propofol	pancreatitis	1
DB00818	DOID:6364	Propofol	migraine	3
DB00818	DOID:7693	Propofol	abdominal aortic aneurysm	2
DB00818	DOID:784	Propofol	chronic kidney failure	3
DB00818	DOID:9835	Propofol	refractive error	1
DB00818	DOID:9970	Propofol	obesity	6
DB00819	DOID:10763	Acetazolamide	hypertension	6
DB00819	DOID:10871	Acetazolamide	age related macular degeneration	2
DB00819	DOID:14004	Acetazolamide	thoracic aortic aneurysm	1
DB00819	DOID:1686	Acetazolamide	glaucoma	2
DB00819	DOID:2377	Acetazolamide	multiple sclerosis	1
DB00819	DOID:3083	Acetazolamide	chronic obstructive pulmonary disease	2
DB00819	DOID:9970	Acetazolamide	obesity	1
DB00822	DOID:0050741	Disulfiram	alcohol dependence	3
DB00822	DOID:10283	Disulfiram	prostate cancer	1
DB00822	DOID:1324	Disulfiram	lung cancer	1
DB00822	DOID:1612	Disulfiram	breast cancer	1
DB00822	DOID:1793	Disulfiram	pancreatic cancer	1
DB00822	DOID:1909	Disulfiram	melanoma	2
DB00822	DOID:3070	Disulfiram	malignant glioma	4
DB00822	DOID:635	Disulfiram	acquired immunodeficiency syndrome	1
DB00825	DOID:0050742	Menthol	nicotine dependence	2
DB00825	DOID:5041	Menthol	esophageal cancer	1
DB00825	DOID:5419	Menthol	schizophrenia	1
DB00825	DOID:6364	Menthol	migraine	1
DB00825	DOID:8398	Menthol	osteoarthritis	1
DB00828	DOID:12365	Fosfomycin	malaria	6
DB00829	DOID:1595	Diazepam	endogenous depression	1
DB00829	DOID:1793	Diazepam	pancreatic cancer	1
DB00829	DOID:1826	Diazepam	epilepsy syndrome	6
DB00829	DOID:4989	Diazepam	pancreatitis	1
DB00829	DOID:9744	Diazepam	type 1 diabetes mellitus	1
DB00831	DOID:3312	Trifluoperazine	bipolar disorder	1
DB00831	DOID:5419	Trifluoperazine	schizophrenia	2
DB00831	DOID:9352	Trifluoperazine	type 2 diabetes mellitus	1
DB00834	DOID:0050741	Mifepristone	alcohol dependence	2
DB00834	DOID:10283	Mifepristone	prostate cancer	3
DB00834	DOID:10652	Mifepristone	Alzheimer's disease	1
DB00834	DOID:13223	Mifepristone	uterine fibroid	6
DB00834	DOID:1324	Mifepristone	lung cancer	2
DB00834	DOID:1595	Mifepristone	endogenous depression	11
DB00834	DOID:1612	Mifepristone	breast cancer	6
DB00834	DOID:1725	Mifepristone	peritoneum cancer	2
DB00834	DOID:1964	Mifepristone	fallopian tube cancer	1
DB00834	DOID:2394	Mifepristone	ovarian cancer	2
DB00834	DOID:3312	Mifepristone	bipolar disorder	3
DB00834	DOID:363	Mifepristone	uterine cancer	1
DB00836	DOID:1324	Loperamide	lung cancer	1
DB00836	DOID:1612	Loperamide	breast cancer	3
DB00836	DOID:2377	Loperamide	multiple sclerosis	1
DB00836	DOID:8577	Loperamide	ulcerative colitis	1
DB00841	DOID:11934	Dobutamine	head and neck cancer	1
DB00841	DOID:14221	Dobutamine	metabolic syndrome X	1
DB00841	DOID:3083	Dobutamine	chronic obstructive pulmonary disease	1
DB00841	DOID:3393	Dobutamine	coronary artery disease	13
DB00842	DOID:0050741	Oxazepam	alcohol dependence	1
DB00842	DOID:0050742	Oxazepam	nicotine dependence	1
DB00843	DOID:10652	Donepezil	Alzheimer's disease	93
DB00843	DOID:12849	Donepezil	autistic disorder	5
DB00843	DOID:1319	Donepezil	brain cancer	1
DB00843	DOID:1324	Donepezil	lung cancer	1
DB00843	DOID:14330	Donepezil	Parkinson's disease	10
DB00843	DOID:1595	Donepezil	endogenous depression	2
DB00843	DOID:1612	Donepezil	breast cancer	1
DB00843	DOID:3312	Donepezil	bipolar disorder	1
DB00843	DOID:5419	Donepezil	schizophrenia	2
DB00843	DOID:6364	Donepezil	migraine	1
DB00843	DOID:784	Donepezil	chronic kidney failure	1
DB00845	DOID:1024	Clofazimine	leprosy	3
DB00845	DOID:635	Clofazimine	acquired immunodeficiency syndrome	1
DB00845	DOID:8778	Clofazimine	Crohn's disease	1
DB00847	DOID:1595	Cysteamine	endogenous depression	1
DB00847	DOID:5419	Cysteamine	schizophrenia	1
DB00850	DOID:5419	Perphenazine	schizophrenia	6
DB00851	DOID:10283	Dacarbazine	prostate cancer	1
DB00851	DOID:10534	Dacarbazine	stomach cancer	1
DB00851	DOID:1115	Dacarbazine	sarcoma	7
DB00851	DOID:1192	Dacarbazine	peripheral nervous system neoplasm	10
DB00851	DOID:11934	Dacarbazine	head and neck cancer	1
DB00851	DOID:1319	Dacarbazine	brain cancer	43
DB00851	DOID:1324	Dacarbazine	lung cancer	13
DB00851	DOID:1612	Dacarbazine	breast cancer	6
DB00851	DOID:1793	Dacarbazine	pancreatic cancer	5
DB00851	DOID:184	Dacarbazine	bone cancer	7
DB00851	DOID:1909	Dacarbazine	melanoma	30
DB00851	DOID:1993	Dacarbazine	rectum cancer	1
DB00851	DOID:2174	Dacarbazine	ocular cancer	2
DB00851	DOID:2394	Dacarbazine	ovarian cancer	1
DB00851	DOID:2531	Dacarbazine	hematologic cancer	12
DB00851	DOID:263	Dacarbazine	kidney cancer	2
DB00851	DOID:2994	Dacarbazine	germ cell cancer	1
DB00851	DOID:3070	Dacarbazine	malignant glioma	131
DB00851	DOID:3565	Dacarbazine	meningioma	1
DB00851	DOID:3571	Dacarbazine	liver cancer	1
DB00851	DOID:4045	Dacarbazine	muscle cancer	4
DB00851	DOID:4159	Dacarbazine	skin cancer	2
DB00851	DOID:5041	Dacarbazine	esophageal cancer	1
DB00851	DOID:5612	Dacarbazine	spinal cancer	3
DB00852	DOID:10763	Pseudoephedrine	hypertension	3
DB00852	DOID:9970	Pseudoephedrine	obesity	2
DB00853	DOID:10283	Temozolomide	prostate cancer	1
DB00853	DOID:10534	Temozolomide	stomach cancer	1
DB00853	DOID:1115	Temozolomide	sarcoma	13
DB00853	DOID:1192	Temozolomide	peripheral nervous system neoplasm	18
DB00853	DOID:11934	Temozolomide	head and neck cancer	2
DB00853	DOID:1319	Temozolomide	brain cancer	95
DB00853	DOID:1324	Temozolomide	lung cancer	22
DB00853	DOID:1612	Temozolomide	breast cancer	11
DB00853	DOID:1790	Temozolomide	malignant mesothelioma	1
DB00853	DOID:1793	Temozolomide	pancreatic cancer	7
DB00853	DOID:184	Temozolomide	bone cancer	15
DB00853	DOID:1909	Temozolomide	melanoma	64
DB00853	DOID:1964	Temozolomide	fallopian tube cancer	1
DB00853	DOID:1993	Temozolomide	rectum cancer	1
DB00853	DOID:2174	Temozolomide	ocular cancer	7
DB00853	DOID:2394	Temozolomide	ovarian cancer	2
DB00853	DOID:2531	Temozolomide	hematologic cancer	23
DB00853	DOID:263	Temozolomide	kidney cancer	4
DB00853	DOID:2994	Temozolomide	germ cell cancer	5
DB00853	DOID:2998	Temozolomide	testicular cancer	2
DB00853	DOID:3070	Temozolomide	malignant glioma	279
DB00853	DOID:3565	Temozolomide	meningioma	5
DB00853	DOID:3571	Temozolomide	liver cancer	4
DB00853	DOID:4045	Temozolomide	muscle cancer	5
DB00853	DOID:4159	Temozolomide	skin cancer	3
DB00853	DOID:5041	Temozolomide	esophageal cancer	1
DB00853	DOID:5612	Temozolomide	spinal cancer	7
DB00855	DOID:11054	Aminolevulinic acid	urinary bladder cancer	4
DB00855	DOID:1192	Aminolevulinic acid	peripheral nervous system neoplasm	2
DB00855	DOID:11934	Aminolevulinic acid	head and neck cancer	1
DB00855	DOID:1319	Aminolevulinic acid	brain cancer	15
DB00855	DOID:1324	Aminolevulinic acid	lung cancer	1
DB00855	DOID:2355	Aminolevulinic acid	anemia	1
DB00855	DOID:2531	Aminolevulinic acid	hematologic cancer	1
DB00855	DOID:3070	Aminolevulinic acid	malignant glioma	11
DB00855	DOID:4159	Aminolevulinic acid	skin cancer	17
DB00855	DOID:9352	Aminolevulinic acid	type 2 diabetes mellitus	1
DB00857	DOID:8577	Terbinafine	ulcerative colitis	1
DB00857	DOID:9352	Terbinafine	type 2 diabetes mellitus	1
DB00859	DOID:3070	Penicillamine	malignant glioma	1
DB00860	DOID:0060073	Prednisolone	lymphatic system cancer	24
DB00860	DOID:1024	Prednisolone	leprosy	4
DB00860	DOID:10283	Prednisolone	prostate cancer	23
DB00860	DOID:10608	Prednisolone	celiac disease	1
DB00860	DOID:10976	Prednisolone	membranous glomerulonephritis	4
DB00860	DOID:11555	Prednisolone	Fuchs' endothelial dystrophy	2
DB00860	DOID:11612	Prednisolone	polycystic ovary syndrome	1
DB00860	DOID:1192	Prednisolone	peripheral nervous system neoplasm	6
DB00860	DOID:1312	Prednisolone	focal segmental glomerulosclerosis	1
DB00860	DOID:13241	Prednisolone	Behcet's disease	2
DB00860	DOID:14221	Prednisolone	metabolic syndrome X	1
DB00860	DOID:1612	Prednisolone	breast cancer	5
DB00860	DOID:1686	Prednisolone	glaucoma	6
DB00860	DOID:1725	Prednisolone	peritoneum cancer	2
DB00860	DOID:1826	Prednisolone	epilepsy syndrome	4
DB00860	DOID:184	Prednisolone	bone cancer	1
DB00860	DOID:1909	Prednisolone	melanoma	1
DB00860	DOID:1936	Prednisolone	atherosclerosis	2
DB00860	DOID:1964	Prednisolone	fallopian tube cancer	1
DB00860	DOID:2043	Prednisolone	hepatitis B	2
DB00860	DOID:2355	Prednisolone	anemia	16
DB00860	DOID:2377	Prednisolone	multiple sclerosis	28
DB00860	DOID:2394	Prednisolone	ovarian cancer	1
DB00860	DOID:2531	Prednisolone	hematologic cancer	140
DB00860	DOID:263	Prednisolone	kidney cancer	2
DB00860	DOID:2841	Prednisolone	asthma	14
DB00860	DOID:2986	Prednisolone	IgA glomerulonephritis	9
DB00860	DOID:2994	Prednisolone	germ cell cancer	2
DB00860	DOID:2998	Prednisolone	testicular cancer	2
DB00860	DOID:3083	Prednisolone	chronic obstructive pulmonary disease	12
DB00860	DOID:3277	Prednisolone	thymus cancer	1
DB00860	DOID:3310	Prednisolone	atopic dermatitis	5
DB00860	DOID:332	Prednisolone	amyotrophic lateral sclerosis	1
DB00860	DOID:4045	Prednisolone	muscle cancer	1
DB00860	DOID:418	Prednisolone	systemic scleroderma	4
DB00860	DOID:635	Prednisolone	acquired immunodeficiency syndrome	2
DB00860	DOID:6364	Prednisolone	migraine	1
DB00860	DOID:7147	Prednisolone	ankylosing spondylitis	2
DB00860	DOID:7148	Prednisolone	rheumatoid arthritis	32
DB00860	DOID:7693	Prednisolone	abdominal aortic aneurysm	1
DB00860	DOID:784	Prednisolone	chronic kidney failure	7
DB00860	DOID:8398	Prednisolone	osteoarthritis	17
DB00860	DOID:8577	Prednisolone	ulcerative colitis	6
DB00860	DOID:8778	Prednisolone	Crohn's disease	6
DB00860	DOID:90	Prednisolone	degenerative disc disease	1
DB00860	DOID:9074	Prednisolone	systemic lupus erythematosus	9
DB00860	DOID:9206	Prednisolone	Barrett's esophagus	1
DB00860	DOID:9352	Prednisolone	type 2 diabetes mellitus	1
DB00860	DOID:986	Prednisolone	alopecia areata	1
DB00861	DOID:9352	Diflunisal	type 2 diabetes mellitus	1
DB00863	DOID:10283	Ranitidine	prostate cancer	1
DB00863	DOID:1612	Ranitidine	breast cancer	1
DB00863	DOID:3393	Ranitidine	coronary artery disease	1
DB00864	DOID:0060073	Tacrolimus	lymphatic system cancer	20
DB00864	DOID:10283	Tacrolimus	prostate cancer	1
DB00864	DOID:10763	Tacrolimus	hypertension	2
DB00864	DOID:10871	Tacrolimus	age related macular degeneration	1
DB00864	DOID:10976	Tacrolimus	membranous glomerulonephritis	6
DB00864	DOID:1192	Tacrolimus	peripheral nervous system neoplasm	1
DB00864	DOID:12306	Tacrolimus	vitiligo	5
DB00864	DOID:1312	Tacrolimus	focal segmental glomerulosclerosis	3
DB00864	DOID:1319	Tacrolimus	brain cancer	1
DB00864	DOID:1936	Tacrolimus	atherosclerosis	1
DB00864	DOID:2043	Tacrolimus	hepatitis B	1
DB00864	DOID:2355	Tacrolimus	anemia	5
DB00864	DOID:2377	Tacrolimus	multiple sclerosis	1
DB00864	DOID:2531	Tacrolimus	hematologic cancer	70
DB00864	DOID:2841	Tacrolimus	asthma	3
DB00864	DOID:2986	Tacrolimus	IgA glomerulonephritis	1
DB00864	DOID:2994	Tacrolimus	germ cell cancer	1
DB00864	DOID:2998	Tacrolimus	testicular cancer	1
DB00864	DOID:3070	Tacrolimus	malignant glioma	1
DB00864	DOID:3310	Tacrolimus	atopic dermatitis	49
DB00864	DOID:3393	Tacrolimus	coronary artery disease	4
DB00864	DOID:3571	Tacrolimus	liver cancer	2
DB00864	DOID:7148	Tacrolimus	rheumatoid arthritis	8
DB00864	DOID:784	Tacrolimus	chronic kidney failure	19
DB00864	DOID:8577	Tacrolimus	ulcerative colitis	3
DB00864	DOID:8778	Tacrolimus	Crohn's disease	1
DB00864	DOID:8893	Tacrolimus	psoriasis	4
DB00864	DOID:9074	Tacrolimus	systemic lupus erythematosus	3
DB00864	DOID:9352	Tacrolimus	type 2 diabetes mellitus	2
DB00864	DOID:9744	Tacrolimus	type 1 diabetes mellitus	6
DB00869	DOID:10763	Dorzolamide	hypertension	15
DB00869	DOID:10871	Dorzolamide	age related macular degeneration	1
DB00869	DOID:1686	Dorzolamide	glaucoma	31
DB00871	DOID:2841	Terbutaline	asthma	8
DB00871	DOID:3083	Terbutaline	chronic obstructive pulmonary disease	3
DB00871	DOID:9744	Terbutaline	type 1 diabetes mellitus	2
DB00874	DOID:2841	Guaifenesin	asthma	1
DB00875	DOID:5419	Flupentixol	schizophrenia	1
DB00876	DOID:10763	Eprosartan	hypertension	3
DB00877	DOID:0050156	Sirolimus	idiopathic pulmonary fibrosis	1
DB00877	DOID:0060073	Sirolimus	lymphatic system cancer	25
DB00877	DOID:10283	Sirolimus	prostate cancer	34
DB00877	DOID:10534	Sirolimus	stomach cancer	13
DB00877	DOID:10763	Sirolimus	hypertension	1
DB00877	DOID:10871	Sirolimus	age related macular degeneration	8
DB00877	DOID:10976	Sirolimus	membranous glomerulonephritis	1
DB00877	DOID:11054	Sirolimus	urinary bladder cancer	10
DB00877	DOID:1115	Sirolimus	sarcoma	28
DB00877	DOID:11819	Sirolimus	ureter cancer	1
DB00877	DOID:1192	Sirolimus	peripheral nervous system neoplasm	20
DB00877	DOID:11934	Sirolimus	head and neck cancer	23
DB00877	DOID:12849	Sirolimus	autistic disorder	2
DB00877	DOID:1312	Sirolimus	focal segmental glomerulosclerosis	1
DB00877	DOID:1319	Sirolimus	brain cancer	21
DB00877	DOID:1324	Sirolimus	lung cancer	41
DB00877	DOID:1612	Sirolimus	breast cancer	109
DB00877	DOID:1725	Sirolimus	peritoneum cancer	5
DB00877	DOID:1781	Sirolimus	thyroid cancer	10
DB00877	DOID:1790	Sirolimus	malignant mesothelioma	2
DB00877	DOID:1793	Sirolimus	pancreatic cancer	34
DB00877	DOID:1826	Sirolimus	epilepsy syndrome	2
DB00877	DOID:184	Sirolimus	bone cancer	16
DB00877	DOID:1909	Sirolimus	melanoma	18
DB00877	DOID:1936	Sirolimus	atherosclerosis	14
DB00877	DOID:1964	Sirolimus	fallopian tube cancer	5
DB00877	DOID:1993	Sirolimus	rectum cancer	1
DB00877	DOID:2174	Sirolimus	ocular cancer	2
DB00877	DOID:219	Sirolimus	colon cancer	2
DB00877	DOID:2355	Sirolimus	anemia	9
DB00877	DOID:2377	Sirolimus	multiple sclerosis	2
DB00877	DOID:2394	Sirolimus	ovarian cancer	16
DB00877	DOID:2531	Sirolimus	hematologic cancer	119
DB00877	DOID:2596	Sirolimus	larynx cancer	2
DB00877	DOID:263	Sirolimus	kidney cancer	103
DB00877	DOID:2986	Sirolimus	IgA glomerulonephritis	1
DB00877	DOID:2994	Sirolimus	germ cell cancer	5
DB00877	DOID:2998	Sirolimus	testicular cancer	2
DB00877	DOID:3070	Sirolimus	malignant glioma	32
DB00877	DOID:3121	Sirolimus	gallbladder cancer	1
DB00877	DOID:3277	Sirolimus	thymus cancer	1
DB00877	DOID:3393	Sirolimus	coronary artery disease	185
DB00877	DOID:3565	Sirolimus	meningioma	3
DB00877	DOID:3571	Sirolimus	liver cancer	32
DB00877	DOID:363	Sirolimus	uterine cancer	9
DB00877	DOID:4045	Sirolimus	muscle cancer	8
DB00877	DOID:4159	Sirolimus	skin cancer	9
DB00877	DOID:418	Sirolimus	systemic scleroderma	1
DB00877	DOID:4362	Sirolimus	cervical cancer	6
DB00877	DOID:4606	Sirolimus	bile duct cancer	4
DB00877	DOID:5041	Sirolimus	esophageal cancer	5
DB00877	DOID:5612	Sirolimus	spinal cancer	3
DB00877	DOID:7148	Sirolimus	rheumatoid arthritis	2
DB00877	DOID:784	Sirolimus	chronic kidney failure	17
DB00877	DOID:8778	Sirolimus	Crohn's disease	1
DB00877	DOID:8850	Sirolimus	salivary gland cancer	4
DB00877	DOID:9074	Sirolimus	systemic lupus erythematosus	2
DB00877	DOID:9744	Sirolimus	type 1 diabetes mellitus	9
DB00878	DOID:11934	Chlorhexidine	head and neck cancer	2
DB00878	DOID:1612	Chlorhexidine	breast cancer	2
DB00878	DOID:216	Chlorhexidine	dental caries	9
DB00878	DOID:2531	Chlorhexidine	hematologic cancer	2
DB00878	DOID:3083	Chlorhexidine	chronic obstructive pulmonary disease	1
DB00878	DOID:3393	Chlorhexidine	coronary artery disease	4
DB00878	DOID:3571	Chlorhexidine	liver cancer	1
DB00878	DOID:4989	Chlorhexidine	pancreatitis	1
DB00878	DOID:5041	Chlorhexidine	esophageal cancer	1
DB00878	DOID:784	Chlorhexidine	chronic kidney failure	1
DB00878	DOID:824	Chlorhexidine	periodontitis	14
DB00878	DOID:9206	Chlorhexidine	Barrett's esophagus	1
DB00881	DOID:10763	Quinapril	hypertension	4
DB00881	DOID:3393	Quinapril	coronary artery disease	1
DB00881	DOID:9744	Quinapril	type 1 diabetes mellitus	1
