nct_id	compound_id	compound_name	disease_id	disease_name
NCT00098839	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00101101	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00107380	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00109837	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00111319	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00118209	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00121199	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00147875	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00165178	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00184002	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00193479	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00205751	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00217425	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00225173	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00227591	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00232934	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00268853	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00278408	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00278421	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00290498	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00295932	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00324467	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00337987	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00352027	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00352794	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00365274	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00388635	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00389818	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00405756	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00406978	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00408005	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00428142	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00443235	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00445900	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00450385	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00463385	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00477750	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00486759	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00507416	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00512980	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00520468	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00540644	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00544219	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00549848	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00551291	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00551928	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00554164	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00562965	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00577993	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00592111	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00602641	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00634179	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00644306	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00651755	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00652041	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00667615	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00670358	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00689936	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00691704	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00715208	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00719472	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00720109	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00722137	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00726700	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00734149	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00770224	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00772668	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00787527	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00792948	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00799539	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00801281	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00841945	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00842595	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00849355	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00857324	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00866307	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00877006	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00882206	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00900445	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00911183	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00911859	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00929695	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00961467	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00972478	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00983944	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT01002703	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT01009970	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT01040871	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT01046825	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT01055496	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT01063179	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT01093196	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT01116128	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT01133275	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT01160107	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT01166113	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT01186328	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT01190787	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT01193842	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT01208766	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT01230983	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT01237249	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT01274403	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT01279694	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT01309789	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT01321008	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT01335685	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT01336933	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT01352338	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT01358253	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT01375140	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT01376401	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT01406756	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT01424982	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT01468740	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT01527422	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT01532856	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT01569750	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT01595048	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT01664975	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT01746992	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT01760226	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT01777152	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT01818752	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT01829958	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT01839097	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT01848132	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT01855750	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT01856192	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT01858922	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT01920737	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT01920932	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT01925131	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT01925612	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT01974440	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT01992653	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT01998971	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT02003222	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT02012088	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT02043587	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT02072863	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT02112175	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT02142049	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT02143414	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT02166463	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT02195479	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT02199184	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT02206425	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT02223208	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT02237261	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT02285062	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT02294357	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT02302495	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT02334813	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT02343536	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT02359162	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT02396043	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT02414568	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT02419469	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT02420717	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT02428751	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT02449252	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT02449265	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT02449278	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT02474563	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT02481310	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT02529852	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT02538926	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT02541565	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT02568683	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT02578511	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT02596971	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT02626455	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT02627417	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT02636322	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT02660762	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT02684708	DB00635	Prednisone	DOID:2531	hematologic cancer
NCT00002462	DB01168	Procarbazine	DOID:2531	hematologic cancer
NCT00003113	DB01168	Procarbazine	DOID:2531	hematologic cancer
NCT00003114	DB01168	Procarbazine	DOID:2531	hematologic cancer
NCT00003421	DB01168	Procarbazine	DOID:2531	hematologic cancer
NCT00003929	DB01168	Procarbazine	DOID:2531	hematologic cancer
NCT00004010	DB01168	Procarbazine	DOID:2531	hematologic cancer
NCT00025064	DB01168	Procarbazine	DOID:2531	hematologic cancer
NCT00049439	DB01168	Procarbazine	DOID:2531	hematologic cancer
NCT00049595	DB01168	Procarbazine	DOID:2531	hematologic cancer
NCT00074191	DB01168	Procarbazine	DOID:2531	hematologic cancer
NCT00079105	DB01168	Procarbazine	DOID:2531	hematologic cancer
NCT00151281	DB01168	Procarbazine	DOID:2531	hematologic cancer
NCT00264953	DB01168	Procarbazine	DOID:2531	hematologic cancer
NCT00265031	DB01168	Procarbazine	DOID:2531	hematologic cancer
NCT00335140	DB01168	Procarbazine	DOID:2531	hematologic cancer
NCT00379041	DB01168	Procarbazine	DOID:2531	hematologic cancer
NCT00416377	DB01168	Procarbazine	DOID:2531	hematologic cancer
NCT00416832	DB01168	Procarbazine	DOID:2531	hematologic cancer
NCT00417014	DB01168	Procarbazine	DOID:2531	hematologic cancer
NCT00433459	DB01168	Procarbazine	DOID:2531	hematologic cancer
NCT00503594	DB01168	Procarbazine	DOID:2531	hematologic cancer
NCT00574496	DB01168	Procarbazine	DOID:2531	hematologic cancer
NCT00577993	DB01168	Procarbazine	DOID:2531	hematologic cancer
NCT00592111	DB01168	Procarbazine	DOID:2531	hematologic cancer
NCT00594815	DB01168	Procarbazine	DOID:2531	hematologic cancer
NCT00596154	DB01168	Procarbazine	DOID:2531	hematologic cancer
NCT00666484	DB01168	Procarbazine	DOID:2531	hematologic cancer
NCT00678327	DB01168	Procarbazine	DOID:2531	hematologic cancer
NCT00734773	DB01168	Procarbazine	DOID:2531	hematologic cancer
NCT00822120	DB01168	Procarbazine	DOID:2531	hematologic cancer
NCT00989352	DB01168	Procarbazine	DOID:2531	hematologic cancer
NCT01132807	DB01168	Procarbazine	DOID:2531	hematologic cancer
NCT01251107	DB01168	Procarbazine	DOID:2531	hematologic cancer
NCT01356680	DB01168	Procarbazine	DOID:2531	hematologic cancer
NCT01390584	DB01168	Procarbazine	DOID:2531	hematologic cancer
NCT01399372	DB01168	Procarbazine	DOID:2531	hematologic cancer
NCT01468740	DB01168	Procarbazine	DOID:2531	hematologic cancer
NCT01569204	DB01168	Procarbazine	DOID:2531	hematologic cancer
NCT01775475	DB01168	Procarbazine	DOID:2531	hematologic cancer
NCT02298283	DB01168	Procarbazine	DOID:2531	hematologic cancer
NCT02661503	DB01168	Procarbazine	DOID:2531	hematologic cancer
NCT01843868	DB00433	Prochlorperazine	DOID:2531	hematologic cancer
NCT00324467	DB01069	Promethazine	DOID:2531	hematologic cancer
NCT00923910	DB01069	Promethazine	DOID:2531	hematologic cancer
NCT01985126	DB01069	Promethazine	DOID:2531	hematologic cancer
NCT01998971	DB01069	Promethazine	DOID:2531	hematologic cancer
NCT00214370	DB00818	Propofol	DOID:2531	hematologic cancer
NCT02420223	DB00571	Propranolol	DOID:2531	hematologic cancer
NCT01983969	DB00147	Pyridoxal	DOID:2531	hematologic cancer
NCT02114502	DB00147	Pyridoxal	DOID:2531	hematologic cancer
NCT02506959	DB00147	Pyridoxal	DOID:2531	hematologic cancer
NCT02589145	DB00147	Pyridoxal	DOID:2531	hematologic cancer
NCT02701673	DB00147	Pyridoxal	DOID:2531	hematologic cancer
NCT01983969	DB00165	Pyridoxine	DOID:2531	hematologic cancer
NCT02114502	DB00165	Pyridoxine	DOID:2531	hematologic cancer
NCT02506959	DB00165	Pyridoxine	DOID:2531	hematologic cancer
NCT02589145	DB00165	Pyridoxine	DOID:2531	hematologic cancer
NCT02701673	DB00165	Pyridoxine	DOID:2531	hematologic cancer
NCT01066663	DB00205	Pyrimethamine	DOID:2531	hematologic cancer
NCT01264822	DB01129	Rabeprazole	DOID:2531	hematologic cancer
NCT02605356	DB08913	Radium Ra 223 Dichloride	DOID:2531	hematologic cancer
NCT00003528	DB00293	Raltitrexed	DOID:2531	hematologic cancer
NCT00559091	DB00811	Ribavirin	DOID:2531	hematologic cancer
NCT01056523	DB00811	Ribavirin	DOID:2531	hematologic cancer
NCT01153919	DB00811	Ribavirin	DOID:2531	hematologic cancer
NCT02073838	DB00811	Ribavirin	DOID:2531	hematologic cancer
NCT00608907	DB01045	Rifampicin	DOID:2531	hematologic cancer
NCT01121133	DB01045	Rifampicin	DOID:2531	hematologic cancer
NCT01324323	DB01045	Rifampicin	DOID:2531	hematologic cancer
NCT01454076	DB01045	Rifampicin	DOID:2531	hematologic cancer
NCT01950364	DB01045	Rifampicin	DOID:2531	hematologic cancer
NCT00833378	DB00503	Ritonavir	DOID:2531	hematologic cancer
NCT01165645	DB00503	Ritonavir	DOID:2531	hematologic cancer
NCT00178841	DB00412	Rosiglitazone	DOID:2531	hematologic cancer
NCT00004245	DB00936	Salicylic acid	DOID:2531	hematologic cancer
NCT00156299	DB00936	Salicylic acid	DOID:2531	hematologic cancer
NCT00175838	DB00936	Salicylic acid	DOID:2531	hematologic cancer
NCT00258245	DB00936	Salicylic acid	DOID:2531	hematologic cancer
NCT00501345	DB00936	Salicylic acid	DOID:2531	hematologic cancer
NCT01009931	DB00936	Salicylic acid	DOID:2531	hematologic cancer
NCT02144675	DB00936	Salicylic acid	DOID:2531	hematologic cancer
NCT02611973	DB00936	Salicylic acid	DOID:2531	hematologic cancer
NCT00004245	DB01399	Salsalate	DOID:2531	hematologic cancer
NCT02452983	DB01104	Sertraline	DOID:2531	hematologic cancer
NCT00399867	DB00641	Simvastatin	DOID:2531	hematologic cancer
NCT00503763	DB00641	Simvastatin	DOID:2531	hematologic cancer
NCT00575965	DB00641	Simvastatin	DOID:2531	hematologic cancer
NCT00828282	DB00641	Simvastatin	DOID:2531	hematologic cancer
NCT01332617	DB00641	Simvastatin	DOID:2531	hematologic cancer
NCT01772719	DB00641	Simvastatin	DOID:2531	hematologic cancer
NCT00002790	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT00033267	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT00060632	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT00068302	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT00079456	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT00081874	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT00084916	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT00086840	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT00089037	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT00101088	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT00105001	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT00109967	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT00117598	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT00133367	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT00144677	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT00144703	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT00235560	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT00290472	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT00305682	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT00317798	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT00352443	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT00382109	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT00398515	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT00406393	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT00436618	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT00449748	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT00474929	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT00483262	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT00506948	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT00516412	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT00544999	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT00589563	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT00602693	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT00634244	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT00636922	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT00659568	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT00671112	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT00693433	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT00700258	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT00702052	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT00729638	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT00775593	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT00776373	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT00780104	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT00787969	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT00790036	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT00795886	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT00809185	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT00819546	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT00838955	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT00861874	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT00869999	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT00874562	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT00918333	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT00928018	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT00935792	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT00942747	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT00957320	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT00967044	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT00968253	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT00975819	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT00976248	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT00978432	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT01022996	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT01075321	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT01076543	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT01078142	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT01088048	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT01111448	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT01116232	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT01125293	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT01162551	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT01164267	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT01169532	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT01170052	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT01180049	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT01184885	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT01184898	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT01188889	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT01198665	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT01234974	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT01239368	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT01244906	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT01251575	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT01281917	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT01303965	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT01334502	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT01381692	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT01389427	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT01403415	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT01453504	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT01488253	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT01523977	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT01567475	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT01611116	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT01614197	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT01625351	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT01637090	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT01646021	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT01653067	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT01658007	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT01665768	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT01672151	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT01689987	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT01822015	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT01843998	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT01854606	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT01869114	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT01889420	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT01902160	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT01991938	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT02240719	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT02254239	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT02343718	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT02528877	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT02583893	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT02693535	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT02722668	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT02728700	DB00877	Sirolimus	DOID:2531	hematologic cancer
NCT01009502	DB05630	Sodium stibogluconate	DOID:2531	hematologic cancer
NCT00118170	DB00398	Sorafenib	DOID:2531	hematologic cancer
NCT00131937	DB00398	Sorafenib	DOID:2531	hematologic cancer
NCT00131989	DB00398	Sorafenib	DOID:2531	hematologic cancer
NCT00217646	DB00398	Sorafenib	DOID:2531	hematologic cancer
NCT00253578	DB00398	Sorafenib	DOID:2531	hematologic cancer
NCT00278382	DB00398	Sorafenib	DOID:2531	hematologic cancer
NCT00303797	DB00398	Sorafenib	DOID:2531	hematologic cancer
NCT00303966	DB00398	Sorafenib	DOID:2531	hematologic cancer
NCT00373373	DB00398	Sorafenib	DOID:2531	hematologic cancer
NCT00474929	DB00398	Sorafenib	DOID:2531	hematologic cancer
NCT00510289	DB00398	Sorafenib	DOID:2531	hematologic cancer
NCT00516828	DB00398	Sorafenib	DOID:2531	hematologic cancer
NCT00536575	DB00398	Sorafenib	DOID:2531	hematologic cancer
NCT00542971	DB00398	Sorafenib	DOID:2531	hematologic cancer
NCT00661180	DB00398	Sorafenib	DOID:2531	hematologic cancer
NCT00665990	DB00398	Sorafenib	DOID:2531	hematologic cancer
NCT00687674	DB00398	Sorafenib	DOID:2531	hematologic cancer
NCT00788099	DB00398	Sorafenib	DOID:2531	hematologic cancer
NCT00875745	DB00398	Sorafenib	DOID:2531	hematologic cancer
NCT00893373	DB00398	Sorafenib	DOID:2531	hematologic cancer
NCT00908167	DB00398	Sorafenib	DOID:2531	hematologic cancer
NCT00943943	DB00398	Sorafenib	DOID:2531	hematologic cancer
NCT01159301	DB00398	Sorafenib	DOID:2531	hematologic cancer
NCT01253070	DB00398	Sorafenib	DOID:2531	hematologic cancer
NCT01254890	DB00398	Sorafenib	DOID:2531	hematologic cancer
NCT01371981	DB00398	Sorafenib	DOID:2531	hematologic cancer
NCT01398501	DB00398	Sorafenib	DOID:2531	hematologic cancer
NCT01445080	DB00398	Sorafenib	DOID:2531	hematologic cancer
